name,data,hit,false_alarm,miss,correct_rejection,hit_catched,time_duration,mode,all_latencies,all_times_checked
Sub44_G18_2T,"0, 1, 1, 0, 7, 6, 5, 1, 6, 9, 4, 4, 9, 5, 3, 0, 1, 3, 4, 6, 1, 2, 6, 9, 9, 3, 9, 4, 6, 0, 1, 6, 1, 7, 8, 1, 4, 5, 8, 7, 5, 4, 4, 1, 3, 4, 8, 1, 2, 8, 9, 4, 3, 2, 4, 0, 3, 7, 1, 3, 6, 8, 4, 6, 6, 9, 1, 7, 9, 9, 2, 3, 9, 5, 2, 7, 9, 2, 4, 3, 3, 2, 3, 9, 1, 2, 9, 7, 6, 3, 0, 6",17,1,3,68,"{0: ([0, 1, 1, 0], '00:11', 0.43), 5: ([6, 5, 1, 6], '00:27', 0.847), 9: ([9, 4, 4, 9], '00:40', 0.588), 14: ([3, 0, 1, 3], '00:57', 1.141), 19: ([6, 1, 2, 6], '01:13', 0.629), 32: ([1, 7, 8, 1], '01:55', 0.465), 37: ([5, 8, 7, 5], '02:12', 1.223), 42: ([4, 1, 3, 4], '02:28', 1.214), 46: ([8, 1, 2, 8], '02:40', 0.638), 51: ([4, 3, 2, 4], '02:57', 0.666), 56: ([3, 7, 1, 3], '03:13', 1.265), 60: ([6, 8, 4, 6], '03:26', 0.691), 69: ([9, 2, 3, 9], '03:55', 0.96), 74: ([2, 7, 9, 2], '04:11', 0.68), 79: ([3, 3, 2, 3], '04:28', 0.791), 83: ([9, 1, 2, 9], '04:41', 0.612), 88: ([6, 3, 0, 6], '04:57', 0.961)}",4:59,3,"[0.43, 0.847, 0.588, 1.141, 0.629, 0.465, 1.223, 1.214, 0.638, 0.666, 1.265, 0.691, 0.96, 0.68, 0.791, 0.612, 0.961]","['00:11', '00:27', '00:40', '00:57', '01:13', '01:55', '02:12', '02:28', '02:40', '02:57', '03:13', '03:26', '03:55', '04:11', '04:28', '04:41', '04:57']"
Sub60_G21_N,"1, 9, 0, 1, 3, 7, 8, 4, 7, 1, 9, 3, 1, 7, 0, 2, 9, 0, 0, 8, 7, 4, 8, 8, 3, 2, 8, 1, 1, 0, 4, 1, 6, 8, 7, 6, 9, 5, 7, 5, 5, 1, 1, 1, 0, 1, 5, 8, 3, 5, 6, 7, 4, 4, 7, 7, 7, 3, 0, 7, 0, 3, 0, 0, 8, 3, 2, 7, 3, 7, 1, 1, 7, 0, 8, 4, 6, 8, 5, 1, 9, 4, 1, 6, 8, 2, 6, 4, 7, 8, 9, 7",15,2,5,67,"{0: ([1, 9, 0, 1], '00:11', 0.871), 5: ([7, 8, 4, 7], '00:27', 0.413), 9: ([1, 9, 3, 1], '00:40', 0.593), 14: ([0, 2, 9, 0], '00:57', 0.989), 19: ([8, 7, 4, 8], '01:14', 1.902), 23: ([8, 3, 2, 8], '01:25', 0.487), 28: ([1, 0, 4, 1], '01:42', 0.779), 32: ([6, 8, 7, 6], '01:55', 0.848), 37: ([5, 7, 5, 5], '02:11', 0.786), 42: ([1, 1, 0, 1], '02:28', 1.206), 51: ([7, 4, 4, 7], '02:57', 0.997), 56: ([7, 3, 0, 7], '03:14', 1.37), 69: ([7, 1, 1, 7], '03:55', 0.337), 74: ([8, 4, 6, 8], '04:11', 0.712), 88: ([7, 8, 9, 7], '04:57', 0.531)}",4:59,3,"[0.871, 0.413, 0.593, 0.989, 1.902, 0.487, 0.779, 0.848, 0.786, 1.206, 0.997, 1.37, 0.337, 0.712, 0.531]","['00:11', '00:27', '00:40', '00:57', '01:14', '01:25', '01:42', '01:55', '02:11', '02:28', '02:57', '03:14', '03:55', '04:11', '04:57']"
Sub60_G21_T,"2, 3, 8, 2, 9, 1, 6, 2, 1, 4, 3, 3, 4, 2, 7, 2, 7, 7, 1, 9, 1, 7, 9, 5, 5, 7, 5, 1, 1, 6, 2, 1, 4, 0, 8, 4, 5, 2, 9, 0, 2, 4, 8, 7, 7, 8, 4, 2, 5, 4, 9, 0, 3, 7, 0, 0, 1, 1, 3, 1, 0, 0, 0, 0, 6, 3, 9, 1, 3, 5, 2, 6, 5, 6, 0, 1, 5, 0, 7, 9, 8, 5, 9, 7, 7, 6, 7, 3, 7, 6, 8, 7",11,2,9,67,"{5: ([1, 6, 2, 1], '00:28', 1.998), 14: ([7, 2, 7, 7], '00:56', 0.619), 19: ([9, 1, 7, 9], '01:13', 1.066), 28: ([1, 6, 2, 1], '01:42', 0.992), 32: ([4, 0, 8, 4], '01:55', 0.769), 37: ([2, 9, 0, 2], '02:12', 1.314), 51: ([0, 3, 7, 0], '02:57', 1.185), 60: ([0, 0, 0, 0], '03:26', 0.818), 69: ([5, 2, 6, 5], '03:56', 1.057), 79: ([9, 8, 5, 9], '04:28', 0.747), 83: ([7, 7, 6, 7], '04:41', 0.569)}",4:59,3,"[1.998, 0.619, 1.066, 0.992, 0.769, 1.314, 1.185, 0.818, 1.057, 0.747, 0.569]","['00:28', '00:56', '01:13', '01:42', '01:55', '02:12', '02:57', '03:26', '03:56', '04:28', '04:41']"
Sub55_G19_1C,"8, 7, 4, 8, 6, 2, 9, 4, 2, 0, 2, 4, 0, 6, 9, 9, 7, 9, 8, 3, 2, 0, 3, 8, 9, 6, 8, 4, 8, 0, 6, 8, 5, 5, 7, 5, 2, 0, 6, 1, 0, 5, 0, 8, 0, 0, 3, 5, 5, 3, 7, 1, 5, 1, 1, 1, 9, 6, 7, 9, 7, 2, 1, 7, 4, 4, 9, 2, 4, 6, 1, 9, 6, 5, 7, 8, 9, 7, 9, 4, 0, 4, 4, 4, 3, 1, 4, 1, 4, 0, 9, 4",15,2,5,67,"{0: ([8, 7, 4, 8], '00:11', 0.884), 9: ([0, 2, 4, 0], '00:41', 1.104), 14: ([9, 9, 7, 9], '00:57', 1.205), 19: ([3, 2, 0, 3], '01:13', 1.023), 23: ([8, 9, 6, 8], '01:26', 0.612), 32: ([5, 5, 7, 5], '01:55', 0.456), 37: ([0, 6, 1, 0], '02:12', 1.249), 46: ([3, 5, 5, 3], '02:41', 1.676), 51: ([1, 5, 1, 1], '02:57', 0.745), 56: ([9, 6, 7, 9], '03:13', 0.939), 60: ([7, 2, 1, 7], '03:26', 0.535), 65: ([4, 9, 2, 4], '03:44', 2.318), 74: ([7, 8, 9, 7], '04:12', 0.924), 79: ([4, 0, 4, 4], '04:28', 1.02), 83: ([4, 3, 1, 4], '04:41', 0.751)}",4:59,3,"[0.884, 1.104, 1.205, 1.023, 0.612, 0.456, 1.249, 1.676, 0.745, 0.939, 0.535, 2.318, 0.924, 1.02, 0.751]","['00:11', '00:41', '00:57', '01:13', '01:26', '01:55', '02:12', '02:41', '02:57', '03:13', '03:26', '03:44', '04:12', '04:28', '04:41']"
Sub55_G19_2T,"9, 4, 7, 9, 1, 9, 7, 4, 9, 1, 0, 0, 1, 6, 7, 0, 5, 7, 4, 8, 1, 2, 8, 3, 0, 6, 3, 9, 4, 9, 4, 4, 6, 2, 8, 6, 4, 4, 9, 7, 4, 5, 5, 0, 0, 5, 7, 8, 4, 7, 9, 6, 5, 1, 6, 8, 6, 2, 3, 6, 0, 5, 5, 0, 6, 8, 6, 0, 8, 8, 5, 9, 8, 6, 5, 4, 7, 5, 6, 4, 9, 2, 4, 0, 6, 1, 0, 9, 7, 5, 0, 7",14,3,6,66,"{0: ([9, 4, 7, 9], '00:11', 0.997), 9: ([1, 0, 0, 1], '00:41', 1.975), 28: ([4, 9, 4, 4], '01:42', 1.223), 32: ([6, 2, 8, 6], '01:55', 1.134), 37: ([4, 9, 7, 4], '02:12', 1.079), 42: ([5, 0, 0, 5], '02:28', 0.937), 46: ([7, 8, 4, 7], '02:40', 0.804), 51: ([6, 5, 1, 6], '02:57', 0.659), 56: ([6, 2, 3, 6], '03:13', 1.303), 60: ([0, 5, 5, 0], '03:28', 2.856), 65: ([8, 6, 0, 8], '03:43', 1.138), 69: ([8, 5, 9, 8], '03:56', 1.432), 74: ([5, 4, 7, 5], '04:11', 0.779), 79: ([4, 9, 2, 4], '04:29', 1.716)}",4:59,3,"[0.997, 1.975, 1.223, 1.134, 1.079, 0.937, 0.804, 0.659, 1.303, 2.856, 1.138, 1.432, 0.779, 1.716]","['00:11', '00:41', '01:42', '01:55', '02:12', '02:28', '02:40', '02:57', '03:13', '03:28', '03:43', '03:56', '04:11', '04:29']"
Sub78_B20_1C,"2, 6, 0, 2, 9, 2, 9, 3, 2, 2, 4, 6, 2, 6, 1, 1, 0, 1, 7, 9, 9, 1, 9, 2, 7, 2, 2, 6, 9, 8, 4, 9, 1, 8, 7, 1, 6, 0, 0, 1, 0, 7, 8, 8, 0, 8, 5, 3, 3, 5, 2, 1, 3, 6, 1, 1, 8, 5, 6, 8, 2, 0, 4, 2, 7, 9, 6, 2, 9, 2, 1, 5, 2, 8, 4, 9, 0, 4, 5, 7, 0, 4, 7, 5, 2, 5, 5, 8, 8, 1, 0, 8",16,1,4,68,"{5: ([2, 9, 3, 2], '00:29', 2.267), 9: ([2, 4, 6, 2], '00:40', 0.482), 14: ([1, 1, 0, 1], '00:57', 0.843), 19: ([9, 9, 1, 9], '01:13', 1.447), 32: ([1, 8, 7, 1], '01:55', 0.411), 37: ([0, 0, 1, 0], '02:12', 1.817), 42: ([8, 8, 0, 8], '02:27', 0.651), 46: ([5, 3, 3, 5], '02:40', 0.727), 56: ([8, 5, 6, 8], '03:13', 0.492), 60: ([2, 0, 4, 2], '03:26', 0.8), 65: ([9, 6, 2, 9], '03:42', 0.671), 69: ([2, 1, 5, 2], '03:55', 0.992), 74: ([4, 9, 0, 4], '04:11', 0.624), 79: ([7, 0, 4, 7], '04:28', 0.547), 83: ([5, 2, 5, 5], '04:41', 0.613), 88: ([8, 1, 0, 8], '04:58', 1.891)}",4:59,3,"[2.267, 0.482, 0.843, 1.447, 0.411, 1.817, 0.651, 0.727, 0.492, 0.8, 0.671, 0.992, 0.624, 0.547, 0.613, 1.891]","['00:29', '00:40', '00:57', '01:13', '01:55', '02:12', '02:27', '02:40', '03:13', '03:26', '03:42', '03:55', '04:11', '04:28', '04:41', '04:58']"
Sub78_B20_2T,"3, 9, 5, 3, 8, 3, 1, 6, 3, 4, 2, 6, 4, 1, 7, 0, 9, 7, 2, 3, 8, 7, 3, 9, 4, 1, 9, 9, 5, 1, 4, 5, 6, 2, 6, 6, 4, 1, 5, 6, 1, 0, 7, 8, 6, 7, 9, 4, 1, 9, 2, 7, 5, 0, 7, 0, 7, 9, 5, 7, 4, 8, 4, 4, 6, 5, 5, 5, 5, 4, 4, 6, 4, 8, 8, 0, 6, 8, 4, 5, 0, 5, 5, 8, 9, 0, 8, 8, 5, 0, 9, 5",15,2,5,67,"{0: ([3, 9, 5, 3], '00:12', 1.506), 9: ([4, 2, 6, 4], '00:40', 0.558), 14: ([7, 0, 9, 7], '00:57', 0.794), 19: ([3, 8, 7, 3], '01:13', 0.663), 23: ([9, 4, 1, 9], '01:26', 0.712), 28: ([5, 1, 4, 5], '01:43', 1.636), 42: ([7, 8, 6, 7], '02:28', 1.637), 46: ([9, 4, 1, 9], '02:40', 0.681), 51: ([7, 5, 0, 7], '02:58', 1.866), 56: ([7, 9, 5, 7], '03:14', 1.908), 65: ([5, 5, 5, 5], '03:42', 0.84), 69: ([4, 4, 6, 4], '03:55', 0.678), 74: ([8, 0, 6, 8], '04:12', 0.774), 83: ([8, 9, 0, 8], '04:41', 0.996), 88: ([5, 0, 9, 5], '04:57', 0.81)}",4:59,3,"[1.506, 0.558, 0.794, 0.663, 0.712, 1.636, 1.637, 0.681, 1.866, 1.908, 0.84, 0.678, 0.774, 0.996, 0.81]","['00:12', '00:40', '00:57', '01:13', '01:26', '01:43', '02:28', '02:40', '02:58', '03:14', '03:42', '03:55', '04:12', '04:41', '04:57']"
Sub63_ B25_1C,"1, 2, 3, 1, 6, 1, 4, 0, 1, 0, 9, 4, 0, 4, 6, 2, 3, 6, 5, 1, 8, 4, 1, 7, 1, 5, 7, 3, 9, 5, 1, 9, 7, 4, 1, 7, 1, 5, 9, 8, 5, 2, 0, 2, 9, 0, 8, 6, 7, 8, 1, 1, 2, 3, 1, 1, 5, 6, 6, 5, 8, 7, 7, 8, 3, 5, 6, 5, 5, 8, 3, 1, 8, 8, 0, 5, 0, 0, 0, 5, 9, 2, 5, 5, 6, 9, 5, 9, 4, 3, 6, 4",16,11,4,58,"{5: ([1, 4, 0, 1], '00:28', 1.336), 9: ([0, 9, 4, 0], '00:40', 0.948), 14: ([6, 2, 3, 6], '00:57', 1.33), 19: ([1, 8, 4, 1], '01:13', 1.122), 23: ([7, 1, 5, 7], '01:26', 1.066), 28: ([9, 5, 1, 9], '01:42', 1.024), 37: ([5, 9, 8, 5], '02:12', 1.23), 46: ([8, 6, 7, 8], '02:41', 1.274), 51: ([1, 2, 3, 1], '02:57', 0.807), 56: ([5, 6, 6, 5], '03:13', 0.898), 60: ([8, 7, 7, 8], '03:26', 0.954), 65: ([5, 6, 5, 5], '03:42', 0.783), 74: ([0, 5, 0, 0], '04:12', 0.949), 79: ([5, 9, 2, 5], '04:27', 0.444), 83: ([5, 6, 9, 5], '04:41', 0.715), 88: ([4, 3, 6, 4], '04:57', 0.797)}",4:59,3,"[1.336, 0.948, 1.33, 1.122, 1.066, 1.024, 1.23, 1.274, 0.807, 0.898, 0.954, 0.783, 0.949, 0.444, 0.715, 0.797]","['00:28', '00:40', '00:57', '01:13', '01:26', '01:42', '02:12', '02:41', '02:57', '03:13', '03:26', '03:42', '04:12', '04:27', '04:41', '04:57']"
Sub63_B25_T,"0, 3, 4, 0, 5, 1, 3, 8, 1, 4, 9, 9, 4, 2, 6, 9, 8, 6, 4, 7, 1, 7, 7, 4, 0, 2, 4, 5, 9, 7, 1, 9, 0, 2, 7, 0, 3, 9, 4, 5, 9, 1, 0, 0, 7, 0, 2, 9, 4, 2, 4, 6, 5, 8, 6, 2, 0, 4, 5, 0, 8, 2, 7, 8, 8, 2, 0, 5, 2, 8, 0, 5, 8, 2, 9, 6, 6, 9, 3, 3, 8, 2, 3, 9, 5, 8, 9, 2, 0, 0, 3, 0",16,1,4,68,"{0: ([0, 3, 4, 0], '00:11', 0.497), 5: ([1, 3, 8, 1], '00:27', 0.594), 9: ([4, 9, 9, 4], '00:42', 2.052), 14: ([6, 9, 8, 6], '00:57', 1.006), 19: ([7, 1, 7, 7], '01:12', 0.46), 23: ([4, 0, 2, 4], '01:27', 1.882), 28: ([9, 7, 1, 9], '01:42', 0.81), 32: ([0, 2, 7, 0], '01:55', 1.072), 42: ([0, 0, 7, 0], '02:28', 1.467), 56: ([0, 4, 5, 0], '03:13', 0.508), 60: ([8, 2, 7, 8], '03:26', 0.787), 65: ([2, 0, 5, 2], '03:43', 2.005), 74: ([9, 6, 6, 9], '04:11', 0.584), 79: ([3, 8, 2, 3], '04:28', 1.069), 83: ([9, 5, 8, 9], '04:42', 2.129), 88: ([0, 0, 3, 0], '04:57', 0.461)}",4:59,3,"[0.497, 0.594, 2.052, 1.006, 0.46, 1.882, 0.81, 1.072, 1.467, 0.508, 0.787, 2.005, 0.584, 1.069, 2.129, 0.461]","['00:11', '00:27', '00:42', '00:57', '01:12', '01:27', '01:42', '01:55', '02:28', '03:13', '03:26', '03:43', '04:11', '04:28', '04:42', '04:57']"
Sub67_G23_1C,"5, 6, 7, 5, 2, 3, 8, 5, 3, 9, 6, 6, 9, 7, 9, 0, 3, 9, 6, 4, 6, 8, 4, 3, 6, 1, 3, 3, 5, 9, 9, 5, 5, 8, 3, 5, 1, 1, 8, 4, 1, 2, 8, 6, 5, 8, 9, 7, 4, 9, 5, 3, 4, 6, 3, 3, 2, 2, 9, 2, 0, 7, 7, 0, 4, 1, 3, 5, 1, 5, 4, 2, 5, 5, 3, 2, 7, 3, 9, 8, 0, 1, 8, 1, 3, 0, 1, 1, 2, 0, 6, 2",9,6,11,63,"{9: ([9, 6, 6, 9], '00:40', 0.689), 28: ([5, 9, 9, 5], '01:42', 0.427), 42: ([8, 6, 5, 8], '02:27', 0.505), 46: ([9, 7, 4, 9], '02:40', 0.73), 60: ([0, 7, 7, 0], '03:26', 0.529), 65: ([1, 3, 5, 1], '03:42', 0.639), 69: ([5, 4, 2, 5], '03:55', 0.322), 74: ([3, 2, 7, 3], '04:12', 1.001), 88: ([2, 0, 6, 2], '04:57', 0.429)}",4:59,3,"[0.689, 0.427, 0.505, 0.73, 0.529, 0.639, 0.322, 1.001, 0.429]","['00:40', '01:42', '02:27', '02:40', '03:26', '03:42', '03:55', '04:12', '04:57']"
sub67_G23_2T,"0, 8, 8, 0, 0, 6, 1, 1, 6, 2, 4, 4, 2, 6, 3, 5, 7, 3, 0, 8, 0, 9, 8, 6, 4, 2, 6, 9, 1, 3, 2, 1, 1, 3, 3, 1, 2, 1, 8, 1, 1, 4, 5, 7, 9, 5, 5, 2, 1, 5, 1, 3, 2, 9, 3, 5, 5, 9, 9, 5, 4, 4, 1, 4, 5, 6, 5, 8, 6, 9, 3, 0, 9, 9, 1, 6, 1, 1, 8, 6, 7, 9, 6, 8, 2, 4, 8, 9, 3, 2, 6, 3",12,4,8,65,"{5: ([6, 1, 1, 6], '00:27', 0.782), 9: ([2, 4, 4, 2], '00:40', 0.613), 14: ([3, 5, 7, 3], '00:56', 0.689), 19: ([8, 0, 9, 8], '01:13', 0.747), 23: ([6, 4, 2, 6], '01:26', 0.636), 28: ([1, 3, 2, 1], '01:42', 0.879), 32: ([1, 3, 3, 1], '01:55', 0.718), 42: ([5, 7, 9, 5], '02:27', 0.546), 46: ([5, 2, 1, 5], '02:40', 0.712), 51: ([3, 2, 9, 3], '02:56', 0.356), 60: ([4, 4, 1, 4], '03:26', 0.412), 69: ([9, 3, 0, 9], '03:55', 0.584)}",4:59,3,"[0.782, 0.613, 0.689, 0.747, 0.636, 0.879, 0.718, 0.546, 0.712, 0.356, 0.412, 0.584]","['00:27', '00:40', '00:56', '01:13', '01:26', '01:42', '01:55', '02:27', '02:40', '02:56', '03:26', '03:55']"
Sub75_B22_1C,"4, 9, 6, 4, 4, 5, 1, 8, 5, 6, 6, 6, 6, 2, 8, 8, 6, 8, 3, 5, 1, 5, 5, 3, 1, 9, 3, 4, 1, 4, 8, 1, 8, 1, 6, 8, 4, 1, 0, 8, 1, 8, 4, 0, 1, 4, 6, 9, 9, 6, 2, 3, 9, 1, 3, 2, 7, 8, 5, 7, 0, 8, 3, 0, 0, 2, 7, 3, 2, 9, 9, 0, 9, 3, 9, 3, 5, 9, 0, 3, 4, 8, 3, 1, 6, 9, 1, 1, 4, 8, 4, 4",12,5,8,64,"{5: ([5, 1, 8, 5], '00:27', 0.76), 32: ([8, 1, 6, 8], '01:57', 2.379), 37: ([1, 0, 8, 1], '02:11', 0.711), 42: ([4, 0, 1, 4], '02:27', 0.667), 46: ([6, 9, 9, 6], '02:42', 2.127), 51: ([3, 9, 1, 3], '02:57', 0.606), 56: ([7, 8, 5, 7], '03:13', 0.866), 60: ([0, 8, 3, 0], '03:26', 0.775), 65: ([2, 7, 3, 2], '03:43', 1.421), 79: ([3, 4, 8, 3], '04:28', 1.134), 83: ([1, 6, 9, 1], '04:41', 1.32), 88: ([4, 8, 4, 4], '04:58', 1.81)}",4:59,3,"[0.76, 2.379, 0.711, 0.667, 2.127, 0.606, 0.866, 0.775, 1.421, 1.134, 1.32, 1.81]","['00:27', '01:57', '02:11', '02:27', '02:42', '02:57', '03:13', '03:26', '03:43', '04:28', '04:41', '04:58']"
Sub75_B22_2T,"4, 7, 4, 4, 9, 8, 1, 7, 8, 2, 5, 0, 2, 0, 9, 7, 5, 9, 2, 2, 1, 9, 2, 8, 4, 0, 8, 6, 2, 6, 1, 2, 9, 6, 1, 9, 0, 9, 1, 4, 9, 9, 2, 2, 1, 2, 8, 4, 5, 8, 9, 2, 0, 2, 2, 2, 1, 1, 3, 1, 3, 9, 3, 3, 1, 1, 0, 5, 1, 8, 7, 6, 8, 1, 7, 4, 7, 7, 2, 4, 6, 9, 4, 0, 5, 6, 0, 0, 0, 1, 3, 0",15,3,5,66,"{14: ([9, 7, 5, 9], '00:57', 1.584), 19: ([2, 1, 9, 2], '01:12', 0.473), 23: ([8, 4, 0, 8], '01:27', 2.501), 28: ([2, 6, 1, 2], '01:42', 0.506), 32: ([9, 6, 1, 9], '01:55', 0.741), 37: ([9, 1, 4, 9], '02:12', 1.865), 42: ([2, 2, 1, 2], '02:28', 1.442), 46: ([8, 4, 5, 8], '02:41', 0.798), 56: ([1, 1, 3, 1], '03:13', 1.167), 65: ([1, 0, 5, 1], '03:42', 0.66), 69: ([8, 7, 6, 8], '03:56', 1.808), 74: ([7, 4, 7, 7], '04:11', 0.598), 79: ([4, 6, 9, 4], '04:29', 1.667), 83: ([0, 5, 6, 0], '04:42', 1.582), 88: ([0, 1, 3, 0], '04:57', 0.427)}",4:59,3,"[1.584, 0.473, 2.501, 0.506, 0.741, 1.865, 1.442, 0.798, 1.167, 0.66, 1.808, 0.598, 1.667, 1.582, 0.427]","['00:57', '01:12', '01:27', '01:42', '01:55', '02:12', '02:28', '02:41', '03:13', '03:42', '03:56', '04:11', '04:29', '04:42', '04:57']"
Sub97_B21_1C,"1, 1, 3, 1, 9, 6, 4, 8, 6, 8, 0, 8, 8, 3, 2, 1, 5, 2, 9, 9, 6, 6, 9, 3, 5, 8, 3, 9, 6, 7, 4, 6, 6, 0, 9, 6, 7, 0, 2, 9, 0, 5, 0, 6, 3, 0, 8, 4, 3, 8, 8, 1, 2, 4, 1, 4, 8, 4, 5, 8, 6, 4, 3, 6, 9, 9, 8, 1, 9, 1, 3, 0, 1, 7, 7, 3, 0, 7, 8, 9, 8, 0, 9, 0, 8, 2, 0, 7, 0, 5, 9, 0",18,2,2,67,"{0: ([1, 1, 3, 1], '00:11', 0.991), 5: ([6, 4, 8, 6], '00:27', 0.532), 9: ([8, 0, 8, 8], '00:41', 1.368), 14: ([2, 1, 5, 2], '00:56', 0.653), 19: ([9, 6, 6, 9], '01:13', 1.237), 23: ([3, 5, 8, 3], '01:26', 0.647), 28: ([6, 7, 4, 6], '01:43', 1.335), 32: ([6, 0, 9, 6], '01:55', 1.067), 37: ([0, 2, 9, 0], '02:12', 1.439), 42: ([0, 6, 3, 0], '02:27', 0.711), 46: ([8, 4, 3, 8], '02:40', 0.675), 51: ([1, 2, 4, 1], '02:59', 2.871), 56: ([8, 4, 5, 8], '03:15', 3.177), 60: ([6, 4, 3, 6], '03:26', 0.561), 65: ([9, 8, 1, 9], '03:42', 0.576), 69: ([1, 3, 0, 1], '03:55', 0.533), 74: ([7, 3, 0, 7], '04:11', 0.524), 88: ([0, 5, 9, 0], '04:57', 0.598)}",4:59,3,"[0.991, 0.532, 1.368, 0.653, 1.237, 0.647, 1.335, 1.067, 1.439, 0.711, 0.675, 2.871, 3.177, 0.561, 0.576, 0.533, 0.524, 0.598]","['00:11', '00:27', '00:41', '00:56', '01:13', '01:26', '01:43', '01:55', '02:12', '02:27', '02:40', '02:59', '03:15', '03:26', '03:42', '03:55', '04:11', '04:57']"
Sub97_B21_T,"2, 4, 1, 2, 6, 3, 4, 0, 3, 2, 7, 1, 2, 3, 0, 1, 1, 0, 9, 5, 6, 3, 5, 9, 7, 2, 9, 0, 9, 2, 2, 9, 1, 8, 5, 1, 2, 0, 4, 8, 0, 9, 4, 2, 6, 4, 0, 1, 8, 0, 3, 0, 8, 7, 0, 1, 2, 1, 8, 2, 4, 7, 1, 4, 5, 4, 0, 4, 4, 8, 2, 3, 8, 1, 0, 6, 0, 0, 7, 8, 5, 6, 8, 2, 3, 2, 2, 2, 3, 0, 4, 3",15,2,5,67,"{5: ([3, 4, 0, 3], '00:28', 1.091), 9: ([2, 7, 1, 2], '00:40', 0.778), 14: ([0, 1, 1, 0], '00:56', 0.53), 19: ([5, 6, 3, 5], '01:13', 0.724), 23: ([9, 7, 2, 9], '01:26', 0.56), 28: ([9, 2, 2, 9], '01:42', 0.935), 32: ([1, 8, 5, 1], '01:55', 0.485), 37: ([0, 4, 8, 0], '02:11', 0.612), 46: ([0, 1, 8, 0], '02:40', 0.59), 51: ([0, 8, 7, 0], '02:57', 0.686), 56: ([2, 1, 8, 2], '03:13', 0.609), 69: ([8, 2, 3, 8], '03:55', 0.477), 79: ([8, 5, 6, 8], '04:27', 0.52), 83: ([2, 3, 2, 2], '04:41', 1.129), 88: ([3, 0, 4, 3], '04:57', 0.721)}",4:59,3,"[1.091, 0.778, 0.53, 0.724, 0.56, 0.935, 0.485, 0.612, 0.59, 0.686, 0.609, 0.477, 0.52, 1.129, 0.721]","['00:28', '00:40', '00:56', '01:13', '01:26', '01:42', '01:55', '02:11', '02:40', '02:57', '03:13', '03:55', '04:27', '04:41', '04:57']"
Sub100_G21_1C,"9, 4, 2, 9, 9, 9, 6, 5, 9, 5, 0, 0, 5, 6, 2, 9, 4, 2, 3, 3, 9, 9, 3, 2, 0, 6, 2, 5, 9, 8, 6, 9, 4, 5, 3, 4, 7, 1, 8, 4, 1, 0, 9, 6, 7, 9, 9, 1, 2, 9, 0, 8, 0, 8, 8, 3, 2, 9, 8, 2, 5, 3, 3, 5, 7, 5, 8, 2, 5, 1, 6, 0, 1, 7, 2, 0, 2, 2, 2, 3, 1, 1, 3, 3, 6, 7, 3, 4, 4, 1, 1, 4",9,5,11,64,"{0: ([9, 4, 2, 9], '00:11', 0.662), 19: ([3, 9, 9, 3], '01:13', 0.822), 23: ([2, 0, 6, 2], '01:26', 0.569), 28: ([9, 8, 6, 9], '01:42', 0.72), 37: ([1, 8, 4, 1], '02:11', 0.938), 46: ([9, 1, 2, 9], '02:40', 0.639), 60: ([5, 3, 3, 5], '03:26', 0.697), 79: ([3, 1, 1, 3], '04:28', 0.732), 88: ([4, 1, 1, 4], '04:57', 0.545)}",4:59,3,"[0.662, 0.822, 0.569, 0.72, 0.938, 0.639, 0.697, 0.732, 0.545]","['00:11', '01:13', '01:26', '01:42', '02:11', '02:40', '03:26', '04:28', '04:57']"
Sub100_G21_2T,"6, 2, 7, 6, 4, 1, 5, 1, 1, 6, 8, 6, 6, 0, 7, 7, 9, 7, 4, 7, 3, 3, 7, 2, 6, 4, 2, 9, 5, 4, 6, 5, 5, 5, 4, 5, 4, 8, 7, 1, 8, 4, 8, 3, 0, 8, 9, 9, 1, 9, 7, 4, 0, 8, 4, 1, 3, 9, 9, 3, 0, 7, 6, 0, 3, 0, 8, 9, 0, 0, 1, 4, 0, 8, 3, 4, 1, 3, 8, 4, 5, 0, 4, 8, 8, 3, 8, 6, 6, 4, 5, 6",15,5,5,64,"{0: ([6, 2, 7, 6], '00:11', 0.529), 19: ([7, 3, 3, 7], '01:14', 1.909), 23: ([2, 6, 4, 2], '01:27', 1.776), 37: ([8, 7, 1, 8], '02:12', 1.589), 42: ([8, 3, 0, 8], '02:27', 0.649), 46: ([9, 9, 1, 9], '02:40', 0.584), 51: ([4, 0, 8, 4], '02:57', 0.718), 56: ([3, 9, 9, 3], '03:13', 0.565), 60: ([0, 7, 6, 0], '03:26', 0.5), 65: ([0, 8, 9, 0], '03:42', 0.512), 69: ([0, 1, 4, 0], '03:55', 0.544), 74: ([3, 4, 1, 3], '04:11', 0.761), 79: ([4, 5, 0, 4], '04:30', 2.728), 83: ([8, 8, 3, 8], '04:41', 0.657), 88: ([6, 4, 5, 6], '04:57', 0.715)}",4:59,3,"[0.529, 1.909, 1.776, 1.589, 0.649, 0.584, 0.718, 0.565, 0.5, 0.512, 0.544, 0.761, 2.728, 0.657, 0.715]","['00:11', '01:14', '01:27', '02:12', '02:27', '02:40', '02:57', '03:13', '03:26', '03:42', '03:55', '04:11', '04:30', '04:41', '04:57']"
